term,modality,gene,role,label,selected_count,models_evaluated,selection_frequency,positive_count,negative_count,direction_concordance,median_selected_coefficient,full_discovery_coefficient,stable,near_miss
mutation__FN1,mutation,FN1,genome_wide_candidate,FN1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__E2F7,mutation,E2F7,genome_wide_candidate,E2F7 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MUCL3,mutation,MUCL3,genome_wide_candidate,MUCL3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TULP4,mutation,TULP4,genome_wide_candidate,TULP4 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__NID2,mutation,NID2,genome_wide_candidate,NID2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CEP170B,mutation,CEP170B,genome_wide_candidate,CEP170B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TRRAP,mutation,TRRAP,genome_wide_candidate,TRRAP damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__NSD2,mutation,NSD2,genome_wide_candidate,NSD2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__BLTP3B,mutation,BLTP3B,genome_wide_candidate,BLTP3B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ARHGEF11,mutation,ARHGEF11,genome_wide_candidate,ARHGEF11 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MIDEAS,mutation,MIDEAS,genome_wide_candidate,MIDEAS damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PTPRM,mutation,PTPRM,genome_wide_candidate,PTPRM damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SEC16A,mutation,SEC16A,genome_wide_candidate,SEC16A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ZBTB7A,mutation,ZBTB7A,genome_wide_candidate,ZBTB7A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SPECC1,mutation,SPECC1,genome_wide_candidate,SPECC1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TRIM24,mutation,TRIM24,genome_wide_candidate,TRIM24 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__KDM3A,mutation,KDM3A,genome_wide_candidate,KDM3A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PLEKHH3,mutation,PLEKHH3,genome_wide_candidate,PLEKHH3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__WIZ,mutation,WIZ,genome_wide_candidate,WIZ damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__YLPM1,mutation,YLPM1,genome_wide_candidate,YLPM1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CAMSAP3,mutation,CAMSAP3,genome_wide_candidate,CAMSAP3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PREX2,mutation,PREX2,genome_wide_candidate,PREX2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SORCS3,mutation,SORCS3,genome_wide_candidate,SORCS3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__KMT2B,mutation,KMT2B,genome_wide_candidate,KMT2B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SLC16A12,mutation,SLC16A12,genome_wide_candidate,SLC16A12 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SPATA31H1,mutation,SPATA31H1,genome_wide_candidate,SPATA31H1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__IQSEC2,mutation,IQSEC2,genome_wide_candidate,IQSEC2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CENPC,mutation,CENPC,genome_wide_candidate,CENPC damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PKDREJ,mutation,PKDREJ,genome_wide_candidate,PKDREJ damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ASAP1,mutation,ASAP1,genome_wide_candidate,ASAP1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RBL2,mutation,RBL2,genome_wide_candidate,RBL2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RB1,mutation,RB1,genome_wide_candidate,RB1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MYOCD,mutation,MYOCD,genome_wide_candidate,MYOCD damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__NKTR,mutation,NKTR,genome_wide_candidate,NKTR damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__KIAA1217,mutation,KIAA1217,genome_wide_candidate,KIAA1217 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SPTAN1,mutation,SPTAN1,genome_wide_candidate,SPTAN1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TGFBR2,mutation,TGFBR2,genome_wide_candidate,TGFBR2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__AKAP13,mutation,AKAP13,genome_wide_candidate,AKAP13 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CCDC187,mutation,CCDC187,genome_wide_candidate,CCDC187 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__DACH1,mutation,DACH1,genome_wide_candidate,DACH1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__BLM,mutation,BLM,genome_wide_candidate,BLM damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CHD3,mutation,CHD3,genome_wide_candidate,CHD3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__NCOA6,mutation,NCOA6,genome_wide_candidate,NCOA6 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ARHGAP33,mutation,ARHGAP33,genome_wide_candidate,ARHGAP33 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TBC1D4,mutation,TBC1D4,genome_wide_candidate,TBC1D4 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PRDM9,mutation,PRDM9,genome_wide_candidate,PRDM9 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CFAP65,mutation,CFAP65,genome_wide_candidate,CFAP65 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ARHGAP5,mutation,ARHGAP5,genome_wide_candidate,ARHGAP5 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__XRN1,mutation,XRN1,genome_wide_candidate,XRN1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ATAD5,mutation,ATAD5,genome_wide_candidate,ATAD5 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TTC21B,mutation,TTC21B,genome_wide_candidate,TTC21B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CMYA5,mutation,CMYA5,genome_wide_candidate,CMYA5 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CDKN2A,mutation,CDKN2A,prespecified_hypothesis,CDKN2A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CAPN15,mutation,CAPN15,genome_wide_candidate,CAPN15 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__DENND1A,mutation,DENND1A,genome_wide_candidate,DENND1A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PDE2A,mutation,PDE2A,genome_wide_candidate,PDE2A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SMG1,mutation,SMG1,genome_wide_candidate,SMG1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__AXIN2,mutation,AXIN2,genome_wide_candidate,AXIN2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MFRP,mutation,MFRP,genome_wide_candidate,MFRP damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RXFP2,mutation,RXFP2,genome_wide_candidate,RXFP2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ESRP1,mutation,ESRP1,genome_wide_candidate,ESRP1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PLEKHM1,mutation,PLEKHM1,genome_wide_candidate,PLEKHM1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__FMN1,mutation,FMN1,genome_wide_candidate,FMN1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__LARP1B,mutation,LARP1B,genome_wide_candidate,LARP1B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TAOK3,mutation,TAOK3,genome_wide_candidate,TAOK3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SLCO5A1,mutation,SLCO5A1,genome_wide_candidate,SLCO5A1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RNF17,mutation,RNF17,genome_wide_candidate,RNF17 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PLXNB2,mutation,PLXNB2,genome_wide_candidate,PLXNB2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__AJUBA,mutation,AJUBA,genome_wide_candidate,AJUBA damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CDH23,mutation,CDH23,genome_wide_candidate,CDH23 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__DLGAP5,mutation,DLGAP5,genome_wide_candidate,DLGAP5 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__BMPR2,mutation,BMPR2,genome_wide_candidate,BMPR2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MAP1B,mutation,MAP1B,genome_wide_candidate,MAP1B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__GOLGA4,mutation,GOLGA4,genome_wide_candidate,GOLGA4 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SCN10A,mutation,SCN10A,genome_wide_candidate,SCN10A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__LUZP1,mutation,LUZP1,genome_wide_candidate,LUZP1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ZBTB7C,mutation,ZBTB7C,genome_wide_candidate,ZBTB7C damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SACS,mutation,SACS,genome_wide_candidate,SACS damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TMEM185B,mutation,TMEM185B,genome_wide_candidate,TMEM185B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TLN1,mutation,TLN1,genome_wide_candidate,TLN1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__NOBOX,mutation,NOBOX,genome_wide_candidate,NOBOX damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RTL1,mutation,RTL1,genome_wide_candidate,RTL1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MYCBP2,mutation,MYCBP2,genome_wide_candidate,MYCBP2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__NFIA,mutation,NFIA,genome_wide_candidate,NFIA damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__FANCA,mutation,FANCA,genome_wide_candidate,FANCA damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TMEM132D,mutation,TMEM132D,genome_wide_candidate,TMEM132D damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__LRP1,mutation,LRP1,genome_wide_candidate,LRP1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MED1,mutation,MED1,genome_wide_candidate,MED1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RAPGEF6,mutation,RAPGEF6,genome_wide_candidate,RAPGEF6 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__STAG2,mutation,STAG2,genome_wide_candidate,STAG2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__GREB1L,mutation,GREB1L,genome_wide_candidate,GREB1L damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ITGA2,mutation,ITGA2,genome_wide_candidate,ITGA2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ZMYM1,mutation,ZMYM1,genome_wide_candidate,ZMYM1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RBM44,mutation,RBM44,genome_wide_candidate,RBM44 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CCS,mutation,CCS,genome_wide_candidate,CCS damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ERMP1,mutation,ERMP1,genome_wide_candidate,ERMP1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__LRRK1,mutation,LRRK1,genome_wide_candidate,LRRK1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ARHGAP35,mutation,ARHGAP35,genome_wide_candidate,ARHGAP35 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__DST,mutation,DST,genome_wide_candidate,DST damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SHC1,mutation,SHC1,genome_wide_candidate,SHC1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MEGF6,mutation,MEGF6,genome_wide_candidate,MEGF6 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__HCFC2,mutation,HCFC2,genome_wide_candidate,HCFC2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__IGFN1,mutation,IGFN1,genome_wide_candidate,IGFN1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__DNAH11,mutation,DNAH11,genome_wide_candidate,DNAH11 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CC2D2B,mutation,CC2D2B,genome_wide_candidate,CC2D2B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__COL4A1,mutation,COL4A1,genome_wide_candidate,COL4A1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__KIF7,mutation,KIF7,genome_wide_candidate,KIF7 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TNXB,mutation,TNXB,genome_wide_candidate,TNXB damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__C15orf39,mutation,C15orf39,genome_wide_candidate,C15orf39 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__GNPTAB,mutation,GNPTAB,genome_wide_candidate,GNPTAB damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TPP2,mutation,TPP2,genome_wide_candidate,TPP2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RICTOR,mutation,RICTOR,genome_wide_candidate,RICTOR damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__KIF26A,mutation,KIF26A,genome_wide_candidate,KIF26A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MYO15B,mutation,MYO15B,genome_wide_candidate,MYO15B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SIPA1L3,mutation,SIPA1L3,genome_wide_candidate,SIPA1L3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__COL6A5,mutation,COL6A5,genome_wide_candidate,COL6A5 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ABCA2,mutation,ABCA2,genome_wide_candidate,ABCA2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__YTHDC2,mutation,YTHDC2,genome_wide_candidate,YTHDC2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CASKIN1,mutation,CASKIN1,genome_wide_candidate,CASKIN1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__NLRP9,mutation,NLRP9,genome_wide_candidate,NLRP9 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__EFCAB5,mutation,EFCAB5,genome_wide_candidate,EFCAB5 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MTA1,mutation,MTA1,genome_wide_candidate,MTA1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__NR2C2,mutation,NR2C2,genome_wide_candidate,NR2C2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SOBP,mutation,SOBP,genome_wide_candidate,SOBP damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SLF1,mutation,SLF1,genome_wide_candidate,SLF1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SBF1,mutation,SBF1,genome_wide_candidate,SBF1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TEX11,mutation,TEX11,genome_wide_candidate,TEX11 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__R3HDM2,mutation,R3HDM2,genome_wide_candidate,R3HDM2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MYO9A,mutation,MYO9A,genome_wide_candidate,MYO9A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__THSD7B,mutation,THSD7B,genome_wide_candidate,THSD7B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__BRIP1,mutation,BRIP1,genome_wide_candidate,BRIP1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__WNT16,mutation,WNT16,genome_wide_candidate,WNT16 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SNAPC4,mutation,SNAPC4,genome_wide_candidate,SNAPC4 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__AFF1,mutation,AFF1,genome_wide_candidate,AFF1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CAMTA2,mutation,CAMTA2,genome_wide_candidate,CAMTA2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ELL2,mutation,ELL2,genome_wide_candidate,ELL2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__INF2,mutation,INF2,genome_wide_candidate,INF2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ATP8A1,mutation,ATP8A1,genome_wide_candidate,ATP8A1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__GLI1,mutation,GLI1,genome_wide_candidate,GLI1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PXDNL,mutation,PXDNL,genome_wide_candidate,PXDNL damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__DSCAML1,mutation,DSCAML1,genome_wide_candidate,DSCAML1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RASA2,mutation,RASA2,genome_wide_candidate,RASA2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__KDM5A,mutation,KDM5A,genome_wide_candidate,KDM5A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TRPS1,mutation,TRPS1,genome_wide_candidate,TRPS1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__HSPG2,mutation,HSPG2,genome_wide_candidate,HSPG2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__POLR2B,mutation,POLR2B,genome_wide_candidate,POLR2B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TMC8,mutation,TMC8,genome_wide_candidate,TMC8 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__OPA1,mutation,OPA1,genome_wide_candidate,OPA1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CNTN3,mutation,CNTN3,genome_wide_candidate,CNTN3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PDCD11,mutation,PDCD11,genome_wide_candidate,PDCD11 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ZNF804B,mutation,ZNF804B,genome_wide_candidate,ZNF804B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__NOL6,mutation,NOL6,genome_wide_candidate,NOL6 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__GABRB3,mutation,GABRB3,genome_wide_candidate,GABRB3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ADAM23,mutation,ADAM23,genome_wide_candidate,ADAM23 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MAP9,mutation,MAP9,genome_wide_candidate,MAP9 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__DOCK1,mutation,DOCK1,genome_wide_candidate,DOCK1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__LOXL3,mutation,LOXL3,genome_wide_candidate,LOXL3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__COL16A1,mutation,COL16A1,genome_wide_candidate,COL16A1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SCN4A,mutation,SCN4A,genome_wide_candidate,SCN4A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ACADVL,mutation,ACADVL,genome_wide_candidate,ACADVL damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__WDR72,mutation,WDR72,genome_wide_candidate,WDR72 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CELSR3,mutation,CELSR3,genome_wide_candidate,CELSR3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__FER1L6,mutation,FER1L6,genome_wide_candidate,FER1L6 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ZBTB21,mutation,ZBTB21,genome_wide_candidate,ZBTB21 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__BAZ2A,mutation,BAZ2A,genome_wide_candidate,BAZ2A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ADGRD2,mutation,ADGRD2,genome_wide_candidate,ADGRD2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CEP350,mutation,CEP350,genome_wide_candidate,CEP350 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__FRMD4A,mutation,FRMD4A,genome_wide_candidate,FRMD4A damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ZNF91,mutation,ZNF91,genome_wide_candidate,ZNF91 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__VWA3B,mutation,VWA3B,genome_wide_candidate,VWA3B damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ABR,mutation,ABR,genome_wide_candidate,ABR damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__LGR6,mutation,LGR6,genome_wide_candidate,LGR6 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__TBCK,mutation,TBCK,genome_wide_candidate,TBCK damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__GIGYF1,mutation,GIGYF1,genome_wide_candidate,GIGYF1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__DLC1,mutation,DLC1,genome_wide_candidate,DLC1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PLEC,mutation,PLEC,genome_wide_candidate,PLEC damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PCNX1,mutation,PCNX1,genome_wide_candidate,PCNX1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PFAS,mutation,PFAS,genome_wide_candidate,PFAS damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MTCL3,mutation,MTCL3,genome_wide_candidate,MTCL3 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__DNAH1,mutation,DNAH1,genome_wide_candidate,DNAH1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MORC4,mutation,MORC4,genome_wide_candidate,MORC4 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__LCORL,mutation,LCORL,genome_wide_candidate,LCORL damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__RSF1,mutation,RSF1,genome_wide_candidate,RSF1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__GPATCH8,mutation,GPATCH8,genome_wide_candidate,GPATCH8 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MYOF,mutation,MYOF,genome_wide_candidate,MYOF damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CLUH,mutation,CLUH,genome_wide_candidate,CLUH damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CPEB2,mutation,CPEB2,genome_wide_candidate,CPEB2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CHL1,mutation,CHL1,genome_wide_candidate,CHL1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PAX6,mutation,PAX6,genome_wide_candidate,PAX6 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__FREM1,mutation,FREM1,genome_wide_candidate,FREM1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__CHD9,mutation,CHD9,genome_wide_candidate,CHD9 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__UBR1,mutation,UBR1,genome_wide_candidate,UBR1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__BCL9L,mutation,BCL9L,genome_wide_candidate,BCL9L damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__MORC1,mutation,MORC1,genome_wide_candidate,MORC1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__BRWD1,mutation,BRWD1,genome_wide_candidate,BRWD1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PCGF6,mutation,PCGF6,genome_wide_candidate,PCGF6 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__AEBP1,mutation,AEBP1,genome_wide_candidate,AEBP1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__ADCY10,mutation,ADCY10,genome_wide_candidate,ADCY10 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__COL9A1,mutation,COL9A1,genome_wide_candidate,COL9A1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__IQSEC1,mutation,IQSEC1,genome_wide_candidate,IQSEC1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PTPRB,mutation,PTPRB,genome_wide_candidate,PTPRB damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__GSE1,mutation,GSE1,genome_wide_candidate,GSE1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__SPTBN5,mutation,SPTBN5,genome_wide_candidate,SPTBN5 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__COL18A1,mutation,COL18A1,genome_wide_candidate,COL18A1 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__WNK2,mutation,WNK2,genome_wide_candidate,WNK2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
mutation__PYGO2,mutation,PYGO2,genome_wide_candidate,PYGO2 damaging mutation,0,15,0,0,0,,0,0,FALSE,FALSE
